"","ID","noEvents","CP","INTEREST_RATE","CAT","AMOUNT","CARD_TYPE","DELIVERY_SCORE","TXN","TIMES_USED"
"2435",3695,1,NA,NA,NA,NA,NA,NA,NA,NA
"2436",3696,1,NA,NA,NA,NA,NA,NA,NA,NA
"2437",3697,1,NA,NA,NA,NA,NA,NA,NA,NA
"2438",3698,1,NA,NA,NA,NA,NA,NA,NA,NA
"2439",3699,1,NA,NA,NA,NA,NA,NA,NA,NA
"2440",3700,4,NA,32,38,1400,"DIGITAL",NA,1066.28728,1
"2441",3701,4,44620,37,34,20900,"PLASTIC",2,NA,NA
"2442",3702,6,44100,31,35,10200,"PLASTIC",0,275.34430457,2
"2443",3703,1,NA,NA,NA,NA,NA,NA,NA,NA
"2444",3704,9,44100,48,44,9600,"PLASTIC",4,22645.939039455,5
"2445",3705,7,44100,33,37,9400,"PLASTIC",1,1532.80284519,3
"2446",3706,3,NA,NA,NA,NA,NA,NA,NA,NA
"2447",3707,3,NA,NA,NA,NA,NA,NA,NA,NA
"2448",3708,9,44620,48,36,18800,"PLASTIC",2,10242.1367149,5
"2449",3709,1,NA,NA,NA,NA,NA,NA,NA,NA
"2450",3710,3,NA,NA,NA,NA,NA,NA,NA,NA
"2451",3711,1,NA,NA,NA,NA,NA,NA,NA,NA
"2452",3712,1,NA,NA,NA,NA,NA,NA,NA,NA
"2453",3713,8,44100,46,44,18600,"PLASTIC",1,283.136766237,4
"2454",3714,8,NA,30,43,22700,"DIGITAL",NA,4456.802486239,5
"2455",3716,1,NA,NA,NA,NA,NA,NA,NA,NA
"2456",3717,3,NA,NA,NA,NA,NA,NA,NA,NA
"2457",3718,3,NA,NA,NA,NA,NA,NA,NA,NA
"2458",3719,1,NA,NA,NA,NA,NA,NA,NA,NA
"2459",3720,9,44100,42,44,15300,"PLASTIC",1,470.328544764,5
"2460",3722,3,NA,NA,NA,NA,NA,NA,NA,NA
"2461",3723,4,NA,41,37,29600,"DIGITAL",NA,23.9027614,1
"2462",3725,8,44100,48,31,9400,"PLASTIC",0,37053.854733,4
"2463",3726,7,44620,48,46,29200,"PLASTIC",1,8355.99098976,3
"2464",3727,4,44100,32,36,4500,"PLASTIC",2,NA,NA
"2465",3728,7,NA,33,40,18000,"DIGITAL",NA,592.2370125,4
"2466",3731,3,NA,NA,NA,NA,NA,NA,NA,NA
"2467",3732,5,NA,35,47,100,"DIGITAL",NA,5353.9393899,2
"2468",3733,6,NA,41,42,8500,"DIGITAL",NA,1418.1673885,3
"2469",3735,3,NA,NA,NA,NA,NA,NA,NA,NA
"2470",3736,3,NA,NA,NA,NA,NA,NA,NA,NA
"2471",3739,8,44100,33,39,5000,"PLASTIC",4,13485.51920155,4
"2472",3740,1,NA,NA,NA,NA,NA,NA,NA,NA
"2473",3741,1,NA,NA,NA,NA,NA,NA,NA,NA
"2474",3742,3,NA,NA,NA,NA,NA,NA,NA,NA
"2475",3743,3,NA,NA,NA,NA,NA,NA,NA,NA
"2476",3746,4,11560,48,34,1400,"PLASTIC",1,NA,NA
"2477",3747,1,NA,NA,NA,NA,NA,NA,NA,NA
"2478",3749,1,NA,NA,NA,NA,NA,NA,NA,NA
"2479",3755,9,53100,44,41,9800,"PLASTIC",3,7914.63565244,5
"2480",3756,3,NA,NA,NA,NA,NA,NA,NA,NA
"2481",3759,8,53100,46,46,24000,"PLASTIC",2,1531.0789061,4
"2482",3763,1,NA,NA,NA,NA,NA,NA,NA,NA
"2483",3764,7,NA,39,40,27700,"DIGITAL",NA,3892.8732092,4
"2484",3765,1,NA,NA,NA,NA,NA,NA,NA,NA
"2485",3768,7,53100,40,42,2900,"PLASTIC",2,687.89674367,3
"2486",3769,9,44100,44,44,9800,"PLASTIC",1,4531.93546474,5
"2487",3770,3,NA,45,40,9800,"DIGITAL",NA,NA,NA
"2488",3773,3,NA,NA,NA,NA,NA,NA,NA,NA
"2489",3774,1,NA,NA,NA,NA,NA,NA,NA,NA
"2490",3775,3,NA,NA,NA,NA,NA,NA,NA,NA
"2491",3776,3,NA,NA,NA,NA,NA,NA,NA,NA
"2492",3777,8,NA,47,49,5200,"DIGITAL",NA,1340.62509796,5
"2493",3778,6,53100,33,47,9400,"PLASTIC",2,1329.6594195,2
"2494",3779,1,NA,NA,NA,NA,NA,NA,NA,NA
"2495",3782,1,NA,NA,NA,NA,NA,NA,NA,NA
"2496",3783,8,44620,33,46,8200,"PLASTIC",1,1378.80588832,4
"2497",3785,7,53100,49,41,17900,"PLASTIC",1,1787.776289625,3
"2498",3786,9,53100,41,35,34700,"PLASTIC",1,2004.82302846,5
"2499",3787,1,NA,NA,NA,NA,NA,NA,NA,NA
"2500",3790,6,44100,48,31,13200,"PLASTIC",0,1840.712788,2
"2501",3791,5,44100,48,48,1200,"PLASTIC",2,499.2036449,1
"2502",3792,1,NA,NA,NA,NA,NA,NA,NA,NA
"2503",3794,3,NA,NA,NA,NA,NA,NA,NA,NA
"2504",3795,1,NA,NA,NA,NA,NA,NA,NA,NA
"2505",3797,1,NA,NA,NA,NA,NA,NA,NA,NA
"2506",3798,7,53100,32,40,200,"PLASTIC",2,3295.8006717,3
"2507",3800,1,NA,NA,NA,NA,NA,NA,NA,NA
"2508",3801,7,53100,41,38,3600,"PLASTIC",1,275.40709913,3
"2509",3804,1,NA,NA,NA,NA,NA,NA,NA,NA
"2510",3805,6,NA,36,31,600,"DIGITAL",NA,6687.4332734,3
"2511",3809,4,44100,41,49,300,"PLASTIC",1,NA,NA
"2512",3810,1,NA,NA,NA,NA,NA,NA,NA,NA
"2513",3812,1,NA,NA,NA,NA,NA,NA,NA,NA
"2514",3814,3,NA,NA,NA,NA,NA,NA,NA,NA
"2515",3816,9,53100,49,40,2700,"PLASTIC",1,10804.8676491,5
"2516",3817,1,NA,NA,NA,NA,NA,NA,NA,NA
"2517",3818,3,NA,NA,NA,NA,NA,NA,NA,NA
"2518",3819,3,NA,NA,NA,NA,NA,NA,NA,NA
"2519",3820,3,NA,NA,NA,NA,NA,NA,NA,NA
"2520",3822,3,NA,32,40,5400,"DIGITAL",NA,NA,NA
"2521",3823,7,64000,49,43,1800,"PLASTIC",3,385.791069961,3
"2522",3824,9,11560,31,35,3500,"PLASTIC",1,503.20755232,5
"2523",3825,7,44620,43,30,26300,"PLASTIC",2,607.76318524,3
"2524",3826,8,NA,41,49,7800,"DIGITAL",NA,5830.33338679,5
"2525",3827,1,NA,NA,NA,NA,NA,NA,NA,NA
"2526",3828,8,NA,48,44,6800,"DIGITAL",NA,813.18872294,5
"2527",3829,3,NA,NA,NA,NA,NA,NA,NA,NA
"2528",3830,1,NA,NA,NA,NA,NA,NA,NA,NA
"2529",3831,1,NA,NA,NA,NA,NA,NA,NA,NA
"2530",3832,1,NA,NA,NA,NA,NA,NA,NA,NA
"2531",3834,6,11560,42,47,12800,"PLASTIC",3,1888.2443446,2
"2532",3835,9,11560,40,35,8900,"PLASTIC",1,8751.02732817,5
"2533",3839,1,NA,NA,NA,NA,NA,NA,NA,NA
"2534",3841,8,44100,46,41,14900,"PLASTIC",1,3409.74401986,4
"2535",3844,3,NA,NA,NA,NA,NA,NA,NA,NA
"2536",3845,8,44100,45,33,12900,"PLASTIC",0,306.708973946,4
"2537",3846,1,NA,NA,NA,NA,NA,NA,NA,NA
"2538",3847,3,NA,NA,NA,NA,NA,NA,NA,NA
"2539",3848,1,NA,NA,NA,NA,NA,NA,NA,NA
"2540",3850,3,NA,NA,NA,NA,NA,NA,NA,NA
"2541",3851,3,NA,NA,NA,NA,NA,NA,NA,NA
"2542",3853,3,NA,NA,NA,NA,NA,NA,NA,NA
"2543",3854,3,NA,NA,NA,NA,NA,NA,NA,NA
"2544",3856,8,44100,34,42,8000,"PLASTIC",2,12704.57838617,4
"2545",3857,1,NA,NA,NA,NA,NA,NA,NA,NA
"2546",3858,7,44100,33,35,4900,"PLASTIC",1,3071.39828212,3
"2547",3859,6,53100,46,32,15400,"PLASTIC",2,1889.7662282,2
"2548",3860,3,NA,NA,NA,NA,NA,NA,NA,NA
"2549",3861,6,44620,34,33,19600,"PLASTIC",3,8707.976711,2
"2550",3862,4,44100,39,32,1400,"PLASTIC",2,NA,NA
"2551",3863,1,NA,NA,NA,NA,NA,NA,NA,NA
"2552",3866,1,NA,NA,NA,NA,NA,NA,NA,NA
"2553",3868,1,NA,NA,NA,NA,NA,NA,NA,NA
"2554",3869,4,44100,30,44,1900,"PLASTIC",2,NA,NA
"2555",3870,1,NA,NA,NA,NA,NA,NA,NA,NA
"2556",3871,6,NA,40,31,1200,"DIGITAL",NA,1226.43002617,3
"2557",3872,1,NA,NA,NA,NA,NA,NA,NA,NA
"2558",3874,1,NA,NA,NA,NA,NA,NA,NA,NA
"2559",3875,1,NA,NA,NA,NA,NA,NA,NA,NA
"2560",3876,3,NA,36,43,8100,"DIGITAL",NA,NA,NA
"2561",3877,1,NA,NA,NA,NA,NA,NA,NA,NA
"2562",3880,7,53100,48,42,25600,"PLASTIC",4,1428.52644512,3
"2563",3881,5,53100,36,32,30100,"PLASTIC",1,106.3879744,1
"2564",3882,5,NA,30,42,15400,"DIGITAL",NA,286.72063919,2
"2565",3884,6,11560,32,42,29900,"PLASTIC",1,257.7268782,2
"2566",3885,9,11560,32,46,8400,"PLASTIC",0,1796.02092562,5
"2567",3886,8,64000,40,38,7200,"PLASTIC",2,2701.8258528,4
"2568",3887,3,NA,NA,NA,NA,NA,NA,NA,NA
"2569",3889,1,NA,NA,NA,NA,NA,NA,NA,NA
"2570",3890,1,NA,NA,NA,NA,NA,NA,NA,NA
"2571",3891,3,NA,NA,NA,NA,NA,NA,NA,NA
"2572",3894,3,NA,NA,NA,NA,NA,NA,NA,NA
"2573",3895,8,11560,42,48,2400,"PLASTIC",2,10050.9498987,4
"2574",3896,1,NA,NA,NA,NA,NA,NA,NA,NA
"2575",3897,1,NA,NA,NA,NA,NA,NA,NA,NA
"2576",3898,8,44100,31,47,62800,"PLASTIC",2,2219.579328977,4
"2577",3899,1,NA,NA,NA,NA,NA,NA,NA,NA
"2578",3900,1,NA,NA,NA,NA,NA,NA,NA,NA
"2579",3902,3,NA,NA,NA,NA,NA,NA,NA,NA
"2580",3903,1,NA,NA,NA,NA,NA,NA,NA,NA
"2581",3904,9,44100,30,47,500,"PLASTIC",2,1165.96676799,5
"2582",3905,9,44100,49,38,15700,"PLASTIC",1,18540.22309413,5
"2583",3907,3,NA,NA,NA,NA,NA,NA,NA,NA
"2584",3911,1,NA,NA,NA,NA,NA,NA,NA,NA
"2585",3912,3,NA,NA,NA,NA,NA,NA,NA,NA
"2586",3914,5,53100,31,35,0,"PLASTIC",1,33.54041398,1
"2587",3915,6,NA,31,43,66900,"DIGITAL",NA,556.17411946,3
"2588",3919,7,44100,38,31,4400,"PLASTIC",2,1404.59026618,3
"2589",3921,4,44620,41,46,2200,"PLASTIC",0,NA,NA
"2590",3922,1,NA,NA,NA,NA,NA,NA,NA,NA
"2591",3923,3,NA,NA,NA,NA,NA,NA,NA,NA
"2592",3924,3,NA,NA,NA,NA,NA,NA,NA,NA
"2593",3926,9,44620,36,46,17400,"PLASTIC",1,1609.19182202,5
"2594",3927,4,11560,36,34,9700,"PLASTIC",3,NA,NA
"2595",3928,1,NA,NA,NA,NA,NA,NA,NA,NA
"2596",3930,3,NA,45,33,35300,"DIGITAL",NA,NA,NA
"2597",3931,6,NA,33,33,27500,"DIGITAL",NA,2235.2857199,3
"2598",3932,6,44100,35,37,1300,"PLASTIC",3,355.949522601,2
"2599",3933,5,NA,40,31,8100,"DIGITAL",NA,1295.6840738,2
"2600",3934,3,NA,NA,NA,NA,NA,NA,NA,NA
"2601",3935,3,NA,NA,NA,NA,NA,NA,NA,NA
"2602",3936,3,NA,NA,NA,NA,NA,NA,NA,NA
"2603",3937,4,53100,37,32,4700,"PLASTIC",2,NA,NA
"2604",3938,6,44100,30,36,0,"PLASTIC",1,26844.44527,2
"2605",3939,8,NA,46,31,3600,"DIGITAL",NA,7329.690641615,5
"2606",3940,7,NA,45,36,40500,"DIGITAL",NA,2009.8486513,4
"2607",3942,4,NA,44,45,26600,"DIGITAL",NA,1359.399663,1
"2608",3945,3,NA,NA,NA,NA,NA,NA,NA,NA
"2609",3946,1,NA,NA,NA,NA,NA,NA,NA,NA
"2610",3947,4,11560,36,48,20500,"PLASTIC",1,NA,NA
"2611",3949,5,NA,30,35,58200,"DIGITAL",NA,7549.6531091,2
"2612",3951,1,NA,NA,NA,NA,NA,NA,NA,NA
"2613",3952,9,44100,48,43,24100,"PLASTIC",3,17828.64737179,5
"2614",3954,6,NA,42,39,58100,"DIGITAL",NA,3137.1933267,3
"2615",3956,4,64000,38,36,5900,"PLASTIC",1,NA,NA
"2616",3957,1,NA,NA,NA,NA,NA,NA,NA,NA
"2617",3958,6,44100,47,39,14600,"PLASTIC",2,35463.60013048,2
"2618",3959,6,NA,41,31,21100,"DIGITAL",NA,3187.6852619,3
"2619",3960,7,53100,42,42,1900,"PLASTIC",1,380.49654841,3
"2620",3961,1,NA,NA,NA,NA,NA,NA,NA,NA
"2621",3962,5,53100,32,43,19900,"PLASTIC",4,29.57248371,1
"2622",3963,3,NA,NA,NA,NA,NA,NA,NA,NA
"2623",3964,1,NA,NA,NA,NA,NA,NA,NA,NA
"2624",3965,3,NA,NA,NA,NA,NA,NA,NA,NA
"2625",3967,4,44100,41,35,12500,"PLASTIC",4,NA,NA
"2626",3968,4,44100,45,40,700,"PLASTIC",2,NA,NA
"2627",3969,6,53100,36,33,200,"PLASTIC",3,3595.9359152,2
"2628",3970,4,11560,42,39,1900,"PLASTIC",2,NA,NA
"2629",3971,3,NA,49,31,17800,"DIGITAL",NA,NA,NA
"2630",3973,1,NA,NA,NA,NA,NA,NA,NA,NA
"2631",3975,1,NA,NA,NA,NA,NA,NA,NA,NA
"2632",3976,7,NA,41,46,18200,"DIGITAL",NA,28442.83814319,4
"2633",3977,1,NA,NA,NA,NA,NA,NA,NA,NA
"2634",3978,1,NA,NA,NA,NA,NA,NA,NA,NA
"2635",3980,4,NA,47,49,18000,"DIGITAL",NA,50.50593511,1
"2636",3981,1,NA,NA,NA,NA,NA,NA,NA,NA
"2637",3982,4,53100,37,47,18100,"PLASTIC",3,NA,NA
"2638",3983,7,NA,45,41,1300,"DIGITAL",NA,19256.86428644,4
"2639",3984,5,44100,40,32,2500,"PLASTIC",1,104.6348421,1
"2640",3986,3,NA,NA,NA,NA,NA,NA,NA,NA
"2641",3987,3,NA,NA,NA,NA,NA,NA,NA,NA
"2642",3988,4,53100,33,44,19400,"PLASTIC",3,NA,NA
"2643",3989,3,NA,NA,NA,NA,NA,NA,NA,NA
"2644",3990,1,NA,NA,NA,NA,NA,NA,NA,NA
"2645",3992,4,11560,40,45,12700,"PLASTIC",2,NA,NA
"2646",3993,6,44100,34,32,43200,"PLASTIC",2,873.4493157,2
"2647",3994,3,NA,NA,NA,NA,NA,NA,NA,NA
"2648",3996,6,64000,37,45,2900,"PLASTIC",3,100.89553078,2
"2649",3998,3,NA,NA,NA,NA,NA,NA,NA,NA
"2650",4000,3,NA,NA,NA,NA,NA,NA,NA,NA
"2651",4002,5,NA,43,31,1700,"DIGITAL",NA,6761.7684792,2
"2652",4003,3,NA,NA,NA,NA,NA,NA,NA,NA
"2653",4005,9,44620,35,45,2900,"PLASTIC",4,2774.16519362,5
"2654",4006,7,11560,30,37,49700,"PLASTIC",2,1502.703296806,3
"2655",4007,1,NA,NA,NA,NA,NA,NA,NA,NA
"2656",4008,6,64000,36,47,6100,"PLASTIC",2,3946.24619621,2
"2657",4009,1,NA,NA,NA,NA,NA,NA,NA,NA
"2658",4010,3,NA,NA,NA,NA,NA,NA,NA,NA
"2659",4011,8,44100,47,34,15100,"PLASTIC",0,491.17160037,4
"2660",4012,1,NA,NA,NA,NA,NA,NA,NA,NA
"2661",4015,1,NA,NA,NA,NA,NA,NA,NA,NA
"2662",4017,4,11560,46,37,25900,"PLASTIC",3,NA,NA
"2663",4018,3,NA,NA,NA,NA,NA,NA,NA,NA
"2664",4021,6,53100,48,43,39400,"PLASTIC",2,11401.0964982,2
"2665",4022,1,NA,NA,NA,NA,NA,NA,NA,NA
"2666",4023,6,53100,40,36,14800,"PLASTIC",2,1594.486113,2
"2667",4025,7,44100,43,43,2100,"PLASTIC",4,413.56462334,3
"2668",4027,3,NA,NA,NA,NA,NA,NA,NA,NA
"2669",4028,5,64000,41,40,40100,"PLASTIC",3,514.7354284,1
"2670",4029,6,64000,45,40,24700,"PLASTIC",3,1316.11984151,2
"2671",4031,5,53100,39,31,4100,"PLASTIC",3,79.72221721,1
"2672",4032,3,NA,NA,NA,NA,NA,NA,NA,NA
"2673",4034,3,NA,NA,NA,NA,NA,NA,NA,NA
"2674",4036,1,NA,NA,NA,NA,NA,NA,NA,NA
"2675",4037,5,53100,37,43,29000,"PLASTIC",2,30.39519933,1
"2676",4038,7,53100,43,46,4200,"PLASTIC",1,419.73094653,3
"2677",4039,3,NA,NA,NA,NA,NA,NA,NA,NA
"2678",4040,4,NA,37,40,24500,"DIGITAL",NA,71479.76776,1
"2679",4041,3,NA,NA,NA,NA,NA,NA,NA,NA
"2680",4044,3,NA,NA,NA,NA,NA,NA,NA,NA
"2681",4045,8,53100,36,47,4800,"PLASTIC",2,17689.55577308,4
"2682",4046,7,53100,47,43,7200,"PLASTIC",3,1883.98234483,3
"2683",4047,4,44620,37,34,28200,"PLASTIC",2,NA,NA
"2684",4049,3,NA,NA,NA,NA,NA,NA,NA,NA
"2685",4050,3,NA,30,41,42600,"DIGITAL",NA,NA,NA
"2686",4051,6,44100,43,35,9100,"PLASTIC",3,464.8639159,2
"2687",4052,8,44620,36,46,8800,"PLASTIC",1,6116.93637062,4
"2688",4053,1,NA,NA,NA,NA,NA,NA,NA,NA
"2689",4055,3,NA,NA,NA,NA,NA,NA,NA,NA
"2690",4057,5,11560,43,46,82600,"PLASTIC",2,2609.039772,1
"2691",4058,1,NA,NA,NA,NA,NA,NA,NA,NA
"2692",4059,1,NA,NA,NA,NA,NA,NA,NA,NA
"2693",4060,3,NA,NA,NA,NA,NA,NA,NA,NA
"2694",4061,1,NA,NA,NA,NA,NA,NA,NA,NA
"2695",4062,3,NA,NA,NA,NA,NA,NA,NA,NA
"2696",4064,3,NA,NA,NA,NA,NA,NA,NA,NA
"2697",4065,6,NA,49,45,300,"DIGITAL",NA,3913.64524041,3
"2698",4068,5,NA,46,30,22500,"DIGITAL",NA,50.65504809,2
"2699",4069,4,44620,44,33,5800,"PLASTIC",3,NA,NA
"2700",4071,1,NA,NA,NA,NA,NA,NA,NA,NA
"2701",4072,8,NA,46,49,5600,"DIGITAL",NA,36877.0732406,5
"2702",4073,9,11560,43,33,40600,"PLASTIC",1,3962.397474387,5
"2703",4075,1,NA,NA,NA,NA,NA,NA,NA,NA
"2704",4079,1,NA,NA,NA,NA,NA,NA,NA,NA
"2705",4082,4,44620,30,49,3200,"PLASTIC",2,NA,NA
"2706",4083,6,NA,34,49,32500,"DIGITAL",NA,2429.44055124,3
"2707",4084,4,NA,34,41,1100,"DIGITAL",NA,54.23594469,1
"2708",4085,3,NA,NA,NA,NA,NA,NA,NA,NA
"2709",4087,7,11560,33,45,8200,"PLASTIC",0,1807.77358772,3
"2710",4088,5,NA,31,47,40500,"DIGITAL",NA,729.28785552,2
"2711",4089,1,NA,NA,NA,NA,NA,NA,NA,NA
"2712",4091,1,NA,NA,NA,NA,NA,NA,NA,NA
"2713",4092,1,NA,NA,NA,NA,NA,NA,NA,NA
"2714",4093,3,NA,NA,NA,NA,NA,NA,NA,NA
"2715",4094,1,NA,NA,NA,NA,NA,NA,NA,NA
"2716",4096,3,NA,NA,NA,NA,NA,NA,NA,NA
"2717",4098,6,44100,47,30,32500,"PLASTIC",2,1378.89975772,2
"2718",4101,1,NA,NA,NA,NA,NA,NA,NA,NA
"2719",4102,3,NA,NA,NA,NA,NA,NA,NA,NA
"2720",4103,3,NA,NA,NA,NA,NA,NA,NA,NA
"2721",4104,7,44100,36,35,17000,"PLASTIC",2,820.51224595,3
"2722",4105,1,NA,NA,NA,NA,NA,NA,NA,NA
"2723",4107,3,NA,NA,NA,NA,NA,NA,NA,NA
"2724",4108,3,NA,NA,NA,NA,NA,NA,NA,NA
"2725",4110,3,NA,NA,NA,NA,NA,NA,NA,NA
"2726",4111,6,NA,32,48,17900,"DIGITAL",NA,3123.1314931,3
"2727",4112,4,53100,43,37,27500,"PLASTIC",3,NA,NA
"2728",4113,3,NA,NA,NA,NA,NA,NA,NA,NA
"2729",4114,4,64000,35,48,15800,"PLASTIC",2,NA,NA
"2730",4115,3,NA,NA,NA,NA,NA,NA,NA,NA
"2731",4116,3,NA,NA,NA,NA,NA,NA,NA,NA
"2732",4117,8,53100,37,38,18500,"PLASTIC",2,19947.7405837,4
"2733",4118,5,44100,33,37,9800,"PLASTIC",2,626.7818425,1
"2734",4119,5,53100,33,33,3100,"PLASTIC",4,540.7864341,1
"2735",4120,3,NA,NA,NA,NA,NA,NA,NA,NA
"2736",4121,8,NA,45,48,16900,"DIGITAL",NA,2337.65526343,5
"2737",4122,4,44100,46,38,2400,"PLASTIC",3,NA,NA
"2738",4123,3,NA,NA,NA,NA,NA,NA,NA,NA
"2739",4124,1,NA,NA,NA,NA,NA,NA,NA,NA
"2740",4127,1,NA,NA,NA,NA,NA,NA,NA,NA
"2741",4128,5,64000,32,47,27500,"PLASTIC",3,25.80987801,1
"2742",4129,1,NA,NA,NA,NA,NA,NA,NA,NA
"2743",4130,3,NA,NA,NA,NA,NA,NA,NA,NA
"2744",4131,1,NA,NA,NA,NA,NA,NA,NA,NA
"2745",4132,1,NA,NA,NA,NA,NA,NA,NA,NA
"2746",4133,1,NA,NA,NA,NA,NA,NA,NA,NA
"2747",4134,4,NA,41,47,5700,"DIGITAL",NA,15.59778927,1
"2748",4135,1,NA,NA,NA,NA,NA,NA,NA,NA
"2749",4136,3,NA,NA,NA,NA,NA,NA,NA,NA
"2750",4137,1,NA,NA,NA,NA,NA,NA,NA,NA
"2751",4138,3,NA,NA,NA,NA,NA,NA,NA,NA
"2752",4139,3,NA,NA,NA,NA,NA,NA,NA,NA
"2753",4140,7,NA,47,39,11900,"DIGITAL",NA,16445.74141845,4
"2754",4141,3,NA,NA,NA,NA,NA,NA,NA,NA
"2755",4143,3,NA,NA,NA,NA,NA,NA,NA,NA
"2756",4144,3,NA,NA,NA,NA,NA,NA,NA,NA
"2757",4145,4,NA,45,32,19700,"DIGITAL",NA,11.526543,1
"2758",4146,1,NA,NA,NA,NA,NA,NA,NA,NA
"2759",4147,6,53100,41,38,30200,"PLASTIC",3,884.3862295,2
"2760",4148,1,NA,NA,NA,NA,NA,NA,NA,NA
"2761",4152,1,NA,NA,NA,NA,NA,NA,NA,NA
"2762",4153,1,NA,NA,NA,NA,NA,NA,NA,NA
"2763",4158,1,NA,NA,NA,NA,NA,NA,NA,NA
"2764",4160,1,NA,NA,NA,NA,NA,NA,NA,NA
"2765",4161,4,44100,48,42,25000,"PLASTIC",3,NA,NA
"2766",4163,3,NA,NA,NA,NA,NA,NA,NA,NA
"2767",4164,3,NA,NA,NA,NA,NA,NA,NA,NA
"2768",4165,1,NA,NA,NA,NA,NA,NA,NA,NA
"2769",4166,3,NA,NA,NA,NA,NA,NA,NA,NA
"2770",4167,1,NA,NA,NA,NA,NA,NA,NA,NA
"2771",4170,5,44100,47,31,13200,"PLASTIC",0,777.5075492,1
"2772",4172,4,53100,44,41,32600,"PLASTIC",2,NA,NA
"2773",4174,3,NA,NA,NA,NA,NA,NA,NA,NA
"2774",4175,1,NA,NA,NA,NA,NA,NA,NA,NA
"2775",4177,3,NA,NA,NA,NA,NA,NA,NA,NA
"2776",4179,1,NA,NA,NA,NA,NA,NA,NA,NA
"2777",4180,5,64000,44,32,4500,"PLASTIC",2,4.253430726,1
"2778",4184,9,11560,48,35,11600,"PLASTIC",2,3883.6256912,5
"2779",4185,1,NA,NA,NA,NA,NA,NA,NA,NA
"2780",4186,1,NA,NA,NA,NA,NA,NA,NA,NA
"2781",4188,7,NA,41,45,19400,"DIGITAL",NA,4903.8727398,4
"2782",4189,7,53100,31,41,24000,"PLASTIC",1,2951.29629882,3
"2783",4190,3,NA,NA,NA,NA,NA,NA,NA,NA
"2784",4193,8,44100,37,45,8900,"PLASTIC",3,787.3712365,4
"2785",4195,6,11560,48,42,3200,"PLASTIC",3,1246.1883578,2
"2786",4197,5,NA,36,48,2000,"DIGITAL",NA,57.582151,2
"2787",4198,7,53100,44,33,1700,"PLASTIC",1,1061.478634,3
"2788",4199,1,NA,NA,NA,NA,NA,NA,NA,NA
"2789",4200,8,53100,40,30,37200,"PLASTIC",2,1790.3523554,4
"2790",4202,4,53100,41,39,12800,"PLASTIC",2,NA,NA
"2791",4203,7,11560,44,38,15200,"PLASTIC",1,1698.4999456,3
"2792",4204,8,53100,38,41,5000,"PLASTIC",1,822.70769325,4
"2793",4207,6,NA,48,41,12700,"DIGITAL",NA,2341.2756133,3
"2794",4209,9,11560,44,40,12200,"PLASTIC",2,8684.926330482,5
"2795",4210,4,53100,44,44,39000,"PLASTIC",0,NA,NA
"2796",4212,3,NA,NA,NA,NA,NA,NA,NA,NA
"2797",4215,1,NA,NA,NA,NA,NA,NA,NA,NA
"2798",4216,1,NA,NA,NA,NA,NA,NA,NA,NA
"2799",4218,3,NA,NA,NA,NA,NA,NA,NA,NA
"2800",4219,1,NA,NA,NA,NA,NA,NA,NA,NA
"2801",4220,4,44100,33,44,44100,"PLASTIC",4,NA,NA
"2802",4221,1,NA,NA,NA,NA,NA,NA,NA,NA
"2803",4223,4,64000,46,39,1900,"PLASTIC",2,NA,NA
"2804",4225,3,NA,NA,NA,NA,NA,NA,NA,NA
"2805",4226,1,NA,NA,NA,NA,NA,NA,NA,NA
"2806",4228,5,53100,43,46,10400,"PLASTIC",1,1119.753115,1
"2807",4230,1,NA,NA,NA,NA,NA,NA,NA,NA
"2808",4233,6,53100,35,35,18800,"PLASTIC",1,2118.53244543,2
"2809",4234,3,NA,NA,NA,NA,NA,NA,NA,NA
"2810",4235,1,NA,NA,NA,NA,NA,NA,NA,NA
"2811",4236,6,44100,33,44,50900,"PLASTIC",3,306.1773566,2
"2812",4237,1,NA,NA,NA,NA,NA,NA,NA,NA
"2813",4238,1,NA,NA,NA,NA,NA,NA,NA,NA
"2814",4239,9,44620,49,48,11500,"PLASTIC",1,10156.18066627,5
"2815",4240,3,NA,NA,NA,NA,NA,NA,NA,NA
"2816",4244,7,NA,33,34,2600,"DIGITAL",NA,3438.765350318,4
"2817",4246,3,NA,NA,NA,NA,NA,NA,NA,NA
"2818",4247,3,NA,NA,NA,NA,NA,NA,NA,NA
"2819",4248,8,NA,49,42,17800,"DIGITAL",NA,645.860574678,5
"2820",4249,3,NA,NA,NA,NA,NA,NA,NA,NA
"2821",4250,9,64000,31,41,24400,"PLASTIC",4,4235.3935411,5
"2822",4253,3,NA,NA,NA,NA,NA,NA,NA,NA
"2823",4254,3,NA,NA,NA,NA,NA,NA,NA,NA
"2824",4256,8,NA,38,44,32600,"DIGITAL",NA,1535.65033375,5
"2825",4257,7,53100,37,46,20500,"PLASTIC",1,40747.54390069,3
"2826",4258,1,NA,NA,NA,NA,NA,NA,NA,NA
"2827",4259,7,NA,44,30,2000,"DIGITAL",NA,4605.81607663,4
"2828",4261,6,NA,35,48,20000,"DIGITAL",NA,593.412348557,3
"2829",4263,7,44100,30,40,200,"PLASTIC",0,2568.835691147,3
"2830",4264,1,NA,NA,NA,NA,NA,NA,NA,NA
"2831",4265,5,11560,32,47,1700,"PLASTIC",3,5.956266344,1
"2832",4266,1,NA,NA,NA,NA,NA,NA,NA,NA
